datasetid,recordid,record_timestamp,fields.last_updated,fields.ad_station,fields.geo_point_2d,fields.statut_pdc,fields.postal_code,fields.id_pdc,fields.url_description_pdc,geometry.type,geometry.coordinates
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,58cf33490bc5823d7cd9f6e86672058fd0e1813e,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"55 Rue Monge, 75005 Paris","[48.84477, 2.35242]",Disponible,75005,FR*V75*E9005*02*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*1,Point,"[2.35242, 48.84477]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,d3c305060bf067d9f5ffa82552fbc341aa816134,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"20 Rue de Sevres, 75006 Paris","[48.851025, 2.326367]",Disponible,75006,FR*V75*E9006*04*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9006*04*3,Point,"[2.326367, 48.851025]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,b52e188b63a0cc6a94d2ef02e8954ccb15b48936,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"145 Rue de Tolbiac, 75013 Paris","[48.82604, 2.358146]",Disponible,75013,FR*V75*E9013*05*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*05*2,Point,"[2.358146, 48.82604]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,a89f2c75961763acc5c389fabf6bee69ca54322e,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"21 Rue Theophraste Renaudot, 75015 Paris","[48.841286, 2.296744]",En maintenance,75015,FR*V75*E9015*07*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*07*1,Point,"[2.296744, 48.841286]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,7c321fe3bbf598f84bb1c84fdaaa851bce84d8f5,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"77 Avenue de la Grande Armée, 75016 Paris","[48.876163, 2.286403]",Disponible,75016,FR*V75*E9016*01*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*01*2,Point,"[2.286403, 48.876163]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,7a287734773b67a06731631bd57968be99345009,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"60 Avenue de Saint-Ouen, 75018 Paris","[48.8911, 2.327102]",Disponible,75018,FR*V75*E9018*01*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9018*01*3,Point,"[2.327102, 48.8911]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,d41089d80beaac2f79c2d6a1658343dfa6577b17,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"62 Jean-Jacques Rousseau, 75001 Paris","[48.86409, 2.3437343]",En maintenance,75001,FR*V75*EPX01*02*4,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX01*02*4,Point,"[2.3437343, 48.86409]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,fcd87f4e5653ecfe1f49932d068781fd52d4e24d,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"25 Rue de la Plaine, 75020 Paris","[48.85006, 2.4019644]",En cours de mise en service,75020,FR*V75*EPX20*01*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*01*1,Point,"[2.4019644, 48.85006]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,6930dbca0d08ad34ad91f6b41566c24185243198,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"204 Rue Saint-Martin, 75003 Paris","[48.86334, 2.3526978]",En maintenance,75003,FR*V75*EPX03*01*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX03*01*3,Point,"[2.3526978, 48.86334]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,2b1fcf669d9f3490852132ec2bf0c5cc082abbf2,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"9 Rue Lobineau, 75006 Paris","[48.8516, 2.3361368]",En maintenance,75006,FR*V75*EPX06*01*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*01*3,Point,"[2.3361368, 48.8516]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,8e506090bab101ebfcdf7347ba9cc413ce938465,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"8 Rue Danton, 75006 Paris","[48.85262, 2.342107]",En cours de mise en service,75006,FR*V75*EPX06*02*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*1,Point,"[2.342107, 48.85262]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,4bfff531ad6016142d0474da89ff0f8d94483886,2021-05-09T09:50:55.117000+00:00,2021-05-09T09:50:55+00:00,"9 Place du Colonel Fabien, 75010 Paris","[48.878098, 2.3696816]",Disponible,75010,FR*V75*E9010*01*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9010*01*2,Point,"[2.3696816, 48.878098]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,c7ed0c59c524546090fea09346786e5d3d2e749a,2021-05-09T10:43:01.046000+00:00,2021-05-09T10:43:00+00:00,"99 Rue de la Convention, 75015 Paris","[48.841663, 2.286931]",En maintenance,75015,FR*V75*E9015*04*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*04*2,Point,"[2.286931, 48.841663]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,73677c24b2d55337687cf238606d8fbbebcf7dc2,2021-05-09T16:15:23.582000+00:00,2021-05-09T16:15:23+00:00,"4 Avenue Marcel Doret, 75016 Paris","[48.837055, 2.259932]",Occupé (en charge),75016,FR*V75*E9016*04*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*04*2,Point,"[2.259932, 48.837055]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,c8b803d93b2d23da00555e0475149e70e5426002,2021-05-09T15:58:10.923000+00:00,2021-05-09T15:58:10+00:00,"13 Avenue du Père Lachaise, 75020 Paris","[48.86424, 2.397724]",Disponible,75020,FR*V75*E9020*01*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9020*01*3,Point,"[2.397724, 48.86424]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,6b774238c3c845c116a6f1668addb1bbbe802962,2021-05-09T16:06:26.478000+00:00,2021-05-09T16:06:26+00:00,"55 Rue Desnouettes, 75015 Paris","[48.83571, 2.286912]",Occupé (en charge),75015,FR*V75*E9015*06*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*06*1,Point,"[2.286912, 48.83571]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,bb18cd78a2ed52153f6b0f342cc7bdaec77f043f,2021-05-09T14:26:26.506000+00:00,2021-05-09T14:26:26+00:00,"52 Rue Étienne Marcel, 75002 Paris","[48.865788, 2.342244]",Disponible,75002,FR*V75*E9002*03*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9002*03*3,Point,"[2.342244, 48.865788]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,37ce36c0bd55d61ad1cc7b8d8353c405b244063d,2021-05-09T14:28:49.501000+00:00,2021-05-09T14:28:49+00:00,"55 Rue Desnouettes, 75015 Paris","[48.83571, 2.286912]",Disponible,75015,FR*V75*E9015*06*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*06*2,Point,"[2.286912, 48.83571]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,2913186629ae45c98f5ce0d4d93eb6f05f7950cf,2021-05-09T16:40:09.475000+00:00,2021-05-09T16:40:09+00:00,"9 Boulevard Edgar Quinet, 75014 Paris","[48.841198, 2.323891]",Inconnu,75014,FR*V75*E9014*03*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9014*03*3,Point,"[2.323891, 48.841198]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,4b869b1dadbad511fa1fc1b6bedfc460259ac8d1,2021-05-09T16:42:01.102000+00:00,2021-05-09T16:42:00+00:00,"12 Boulevard de Courcelles, 75017 Paris","[48.88117, 2.313751]",Disponible,75017,FR*V75*E9017*04*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*04*3,Point,"[2.313751, 48.88117]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,5c76c94acecd3b273908616e494d0c8056b38354,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"4 Quai du Marché Neuf, 75001 Paris","[48.854057, 2.34556]",Disponible,75001,FR*V75*E9001*01*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9001*01*2,Point,"[2.34556, 48.854057]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,a60d0f7161bb1343e601b29cfbdf6558ba70d73a,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"20 Rue de Sevres, 75006 Paris","[48.851025, 2.326367]",Disponible,75006,FR*V75*E9006*04*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9006*04*1,Point,"[2.326367, 48.851025]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,3be5eec346df75899c6f7b1b10ffc6af39e03fd7,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"4 Avenue Parmentier, 75011 Paris","[48.85895, 2.379874]",Disponible,75011,FR*V75*E9011*01*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*01*1,Point,"[2.379874, 48.85895]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,19811895f2e52a2d439fa86b236fc8499df7b51f,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"26 Rue Léon Frot, 75011 Paris","[48.854664, 2.387548]",En maintenance,75011,FR*V75*E9011*03*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*03*1,Point,"[2.387548, 48.854664]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,8d530158e66d9612470f823d862127ccf5129fbf,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"2 Avenue de la Porte de Villiers, 75017 Paris","[48.88328, 2.286938]",Disponible,75017,FR*V75*E9017*01*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*01*2,Point,"[2.286938, 48.88328]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,a782965e4492123debc5f135e95345c3678cf596,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"83 Rue de Courcelles, 75017 Paris","[48.879654, 2.302442]",Disponible,75017,FR*V75*E9017*05*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*05*1,Point,"[2.302442, 48.879654]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,a3de5febf6765b08d32c9f281ea65ccea1a8a3b8,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"60 Avenue de Saint-Ouen, 75018 Paris","[48.8911, 2.327102]",Disponible,75018,FR*V75*E9018*01*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9018*01*1,Point,"[2.327102, 48.8911]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,e5b2dcf76fce11c353a21efbb27f070351059bd7,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"62 Jean-Jacques Rousseau, 75001 Paris","[48.86409, 2.3437343]",En maintenance,75001,FR*V75*EPX01*02*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX01*02*2,Point,"[2.3437343, 48.86409]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,2253c2d99afbdace25aee41f9ca161d1e084d8a4,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"7 Rue d'Alexandrie, 75002 Paris","[48.868008, 2.3508835]",En cours de mise en service,75002,FR*V75*EPX02*02*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*02*2,Point,"[2.3508835, 48.868008]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,80e1b57d7f3c795ddf30a3a5ddfc55cfbd33c39e,2021-05-09T06:42:48.074000+00:00,2021-05-09T06:42:47+00:00,"4 Rue Changarnier, 75012 Paris","[48.845264, 2.411238]",Disponible,75012,FR*V75*E9012*06*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*06*3,Point,"[2.411238, 48.845264]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,ba9e27974283ed11fb9e6d8f5f48bbaeefcb3a50,2021-05-09T11:49:08.833000+00:00,2021-05-09T11:49:08+00:00,"10 Avenue de Saxe, 75007 Paris","[48.84975, 2.3074996]",Disponible,75007,FR*V75*E9007*02*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9007*02*1,Point,"[2.3074996, 48.84975]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,549a1f0f0b4eb1183ac809fc8f2525b8726ff123,2021-05-09T13:20:06.197000+00:00,2021-05-09T13:20:05+00:00,"7 Rue Danton, 75006 Paris","[48.85246, 2.341483]",Inconnu,75006,FR*V75*E9006*01*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9006*01*2,Point,"[2.341483, 48.85246]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,17955164c38b975c38b525eccf6bdd2077efda03,2021-05-09T13:55:00.250000+00:00,2021-05-09T13:55:00+00:00,"12 Boulevard Emile Augier, 75016 Paris","[48.859184, 2.273944]",Disponible,75016,FR*V75*E9016*07*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*07*3,Point,"[2.273944, 48.859184]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,e34f653ec3eb18bc6c49d5f93456d0b30526c75a,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"66 Rue de Rennes, 75006 Paris","[48.852127, 2.331346]",Disponible,75006,FR*V75*E9006*03*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9006*03*2,Point,"[2.331346, 48.852127]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,682419895b338abf70277e541725f997e3045271,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"9 Avenue de Villars, 75007 Paris","[48.852665, 2.31368]",Disponible,75007,FR*V75*E9007*03*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9007*03*2,Point,"[2.31368, 48.852665]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,c001d79223bc9ea5bb35fe1461d531381f3ff928,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"2 Rue Pérignon, 75007 Paris","[48.84793, 2.309952]",Disponible,75007,FR*V75*E9007*06*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9007*06*2,Point,"[2.309952, 48.84793]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,30a9c2db25a89493fb1e1cc0f2b6f66232bc8bb6,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"3 Avenue Dutuit, 75008 Paris","[48.8655, 2.315463]",Disponible,75008,FR*V75*E9008*01*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*3,Point,"[2.315463, 48.8655]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,7a024ef66b7f77cf160b9bdc9beafe8d92e6331f,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"94 Rue Saint-Maur, 75011 Paris","[48.865356, 2.377939]",Occupé (en charge),75011,FR*V75*E9011*04*1,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*04*1,Point,"[2.377939, 48.865356]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,a73e77182c559b3d69ffd2ff85b1f158605d738b,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"53 Rue Baron le Roy, 75012 Paris","[48.833603, 2.389173]",Disponible,75012,FR*V75*E9012*05*3,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*05*3,Point,"[2.389173, 48.833603]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,95ff108ba7fd765e7f01bb436c80b399af47bad2,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"15 Boulevard Murat, 75016 Paris","[48.846653, 2.258213]",Disponible,75016,FR*V75*E9016*08*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*08*2,Point,"[2.258213, 48.846653]"
belib-points-de-recharge-pour-vehicules-electriques-disponibilite-temps-reel,958835508ab43c35ba6f8f3dabde23171b8cc0c3,2021-05-09T02:30:01.904000+00:00,2021-05-09T02:30:01+00:00,"54 Boulevard Sérurier, 75019 Paris","[48.88042, 2.398476]",Disponible,75019,FR*V75*E9019*02*2,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9019*02*2,Point,"[2.398476, 48.88042]"
